Código;Descrição;Descrição complementar;Grupo;Procedência;Unid;Preço min vnd (R$);Preço vnd (R$);Custo orç;% markup;Conv vnd;Conv cpr;Peso líq unitário (kg);Peso bruto unitário (kg);Descrição do grupo;Dentro do grupo (código);Dentro do grupo (descrição);Desenho;Revisão desenho;Moeda custo;Qt/vol;Preço cmp (R$);Estocagem;IPI (%);Tipo custo;Estoque mínimo;Ponto de ressuprimento;Lote mínimo;Lote múltiplo;Origem da mercadoria;Prazo de aquisição(dias);Número da FCI;GTIN;Criado em;GTIN unid tributável;Criado por;Alterado por;CEST;Alterado em;Origem da mercadoria;Tipo contábil;NCM;Estado;Observações;Observações técnicas;Endereço de estoque padrão
AC3408;PTA CORRER 2100X1000X35X3 SEMI LAKA - SEM FURAÇÃO;;AC;Fabricado;un;;;119,54/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;04/11/2020 10:43;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3407;CJ BAT 2140X140X28 REG C/BOR SEMI LAKA - FURAÇÃO CAVILHA E MEIA ESQUADRIA P/ PTA DE 70;;AC;Fabricado;CJ;;;59,11/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;04/11/2020 10:39;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3406;CAB ALIZAR 1100X50X12X10 REG SEMI LAKA;;AC;Fabricado;PC;;;2,49/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;04/11/2020 10:35;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3405;CJ ALIZAR CORRER IGM 2230X70X12X10X60 SEMI LAKA - CAB 1100;;AC;Fabricado;CJ;;;80,86/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;04/11/2020 10:35;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3404;CAB BAT 1000X200X28 REG C/BOR SEMI LAKA;;AC;Fabricado;PC;;;16,37/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;04/11/2020 10:28;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3403;LAT BAT 2140X200X28 REG C/BOR SEMI LAKA;;AC;Fabricado;PC;;;33,14/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;04/11/2020 10:26;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3402;CJ BAT 2140X200X28 REG C/BOR SEMI LAKA - FURACÃO CAVILHA E MEIA ESQUADRIA P/ PTA DE 70;;AC;Fabricado;CJ;;;83,35/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;04/11/2020 10:24;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3401;CJ BAT 2140X130X28 REG C/BOR PET PRETO LM TX-LS - FURAÇÃO CAVILHA E MEIA ESQUADRIA P/PTA DE 70;;AC;Fabricado;CJ;;;55,31/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;04/11/2020 10:20;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3400;CJ BAT 2140X100X28 REG C/BOR PET PRETO LM TX-LS - FURAÇÃO CAVILHA E CORTE MEIA ESQUADRIA P/PTA DE 80;;AC;Fabricado;CJ;;;83,35/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;04/11/2020 10:17;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3399;PTA 2100X600X35X3 PET CAPUCCINO LM FJ-A - SEM FURAÇÃO;;AC;Fabricado;un;;;80,80/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;28/10/2020 09:11;;Iguatamir/Pedro;MOACYR;;30/04/2022;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3398;PTA TERMOLAMINADA 2100X900X35X6 PET BCO DIAMANTE - SEM FURAÇÃO;;AC;Fabricado;un;;;125,88/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;28/10/2020 08:31;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3397;PTA TERMOLAMINADA 2100X1000X35X6 PET CAPUCCINO LM FJ-A - SEM FURAÇÃO - FRISO USINADO IG03;;AC;Fabricado;un;;;125,88/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;28/10/2020 07:40;;Iguatamir/Pedro;Iguatamir/Pedro;;28/10/2020;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3396;LAT BAT S4S 2140X160X28 REG PET CAPUCCINO LM FJ-A;;AC;Fabricado;PC;;;20,91/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;28/10/2020 07:36;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3395;ALIZAR FIXO 2240X65X9X00 PET CAPUCCINO LM FJ-A;;AC;Fabricado;PC;;;5,59/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 18:10;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3394;ALIZAR FIXO 2240X60X15X00 PET CAPUCCINO LM FJ-A;;AC;Fabricado;PC;;;6,87/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 18:09;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3393;LAT BAT 2140X210X28 REG S/BOR REB 41 PET CAPUCCINO LM FJ-A;;AC;Fabricado;PC;;;26,79/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 18:07;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3392;LAT BAT 2140X140X28 REG C/BOR PET CAPUCCINO LM FJ-A;;AC;Fabricado;PC;;;24,39/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 18:05;;Iguatamir/Pedro;MOACYR;;30/04/2022;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3391;LAT ALIZAR 2240X65X9X60 REG PET CAPUCCINO LM FJ-A;;AC;Fabricado;PC;;;8,61/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 18:01;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3390;LAT BAT 2140X160X28 REG C/BOR PET CAPUCCINO LM FJ-A;;AC;Fabricado;PC;;;26,79/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 17:39;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3389;LAT BAT 2140X120X28 REG C/BOR PET CAPUCCINO LM FJ-A;;AC;Fabricado;PC;;;20,91/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 17:37;;Iguatamir/Pedro;MOACYR;;30/04/2022;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3388;CJ ALIZAR CORRER IGM 2230X70X12X10X60 PET FREIJO - CAB 1100;;AC;Fabricado;CJ;;;80,86/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 16:43;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3387;CAB ALIZAR 1100X50X12X10 REG PET BCO DIAMANTE;;AC;Fabricado;PC;;;2,49/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:59;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3386;CJ ALIZAR CORRER IGM 2230X70X12X10X60 PET BCO DIAMANTE - CAB 1100;;AC;Fabricado;CJ;;;80,86/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:58;;Iguatamir/Pedro;Iguatamir/Pedro;;27/10/2020;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3385;PTA TERMOLAMINADA 2100X800X35X6 BCO PET DIAMANTE - SEM FURAÇÃO - FRISO IG03 2 LADOS;;AC;Fabricado;un;;;125,88/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:53;;Iguatamir/Pedro;Samuel;;28/10/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3384;PTA TERMOLAMINADA 2100X700X35X6 PET BCO DIAMANTE - SEM FURAÇÃO - FRISO IG03;;AC;Fabricado;un;;;125,88/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:51;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3383;PTA 2100X800X35X3 ITAUBA MEL H129 - SEM FURAÇÃO;;AC;Fabricado;un;;;106,27/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:29;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3382;PTA 2100X700X35X3 ITAUBA MEL H129 - SEM FURAÇÃO;;AC;Fabricado;un;;;92,98/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:28;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3381;PTA 2100X600X35X3 ITAUBA MEL H129 - SEM FURAÇÃO;;AC;Fabricado;un;;;80,80/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:27;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3380;PTA 2100X1000X35X3 PET FREIJO - SEM FURAÇÃO;;AC;Fabricado;un;;;119,54/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:19;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3379;PTA 2100X1000X35X3 PET BRANCO TX - SEM FURAÇÃO;;AC;Fabricado;un;;;119,54/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:16;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3378;PTA 2100X900X35X3 PET BRANCO TX - SEM FURAÇÃO;;AC;Fabricado;un;;;119,54/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:13;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3377;PTA 2100X800X35X3 PET BRANCO TX - SEM FURAÇÃO;;AC;Fabricado;un;;;106,27/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:10;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3376;PTA 2100X700X35X3 PET BRANCO TX - SEM FURAÇÃO;;AC;Fabricado;un;;;92,98/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:07;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3375;PTA 2100X600X35X3 PET BRANCO TX - SEM FURAÇÃO;;AC;Fabricado;un;;;80,80/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 14:01;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3374;LAT BAT 2140X90X28 REG C/BOR PET BRANCO TX - RASGO DOS ALIZARES COM 6MM;;AC;Fabricado;PC;;;17,43/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 13:57;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3373;LAT BAT 2140X75X28 REG C/BOR PET BRANCO TX - RASGO DOS ALIZARES COM 6MM;;AC;Fabricado;PC;;;17,43/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;27/10/2020 13:53;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3372;CAB ALIZAR 1100X50X9X60 REG TABACO PL-M 9463;;AC;Fabricado;PC;;;3,70/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 11:18;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3370;CAB ALIZAR 1100X50X9X10 REG TABACO PL-M 9463;;AC;Fabricado;PC;;;2,69/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 11:15;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3369;LAT ALIZAR 2240X50X9X60 REG TABACO PL-M 9463;;AC;Fabricado;PC;;;6,75/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 11:13;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3368;LAT ALIZAR 2240X50X9X10 REG TABACO PL-M 9463;;AC;Fabricado;PC;;;6,75/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 11:11;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3367;CAB BAT 1000X200X28 REG C/BOR TABACO PL-M 9463;;AC;Fabricado;PC;;;16,37/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 11:09;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3366;LAT BAT 2140X200X28 REG C/BOR TABACO PL-M 9463;;AC;Fabricado;PC;;;33,14/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 11:08;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3365;LAT BAT 2140X120X28 REG C/BOR TABACO PL-M 9463;;AC;Fabricado;PC;;;20,91/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 11:07;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3364;LAT BAT 2140X95X28 REG C/BOR TABACO PL-M 9463;;AC;Fabricado;PC;;;16,55/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 11:04;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3363;KT PTA CORRER 2100X900X35X3-BAT 120 CORRER/ALIZ CORRER 70X12 PET BCO DIAMANTE - FECH BICO DE PAPAGAIO;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 11:02;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3362;PTA 2100X1000X35X3 BRANCO 1099 - SEM FURAÇÃO;;AC;Fabricado;un;;;119,54/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:53;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3361;PTA 2100X700X35X3 BRANCO 1099 - SEM FURAÇÃO;;AC;Fabricado;un;;;92,98/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:52;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3360;PTA CORRER 2100X700X35X3 PET FREIJO - FECHADURA BICO DE PAPAGAIO;;AC;Fabricado;un;;;92,98/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:37;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3359;KT PTA CORRER 2100X700X35X3-BAT CORR 120/ ALIZ CORR 70X12 PET FREIJO - FECHADURA BICO DE PAPAGAIO;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:37;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3358;PTA CORRER 2100X600X35X3 PET FREIJO - FECHADURA BICO DE PAPAGAIO;;AC;Fabricado;un;;;80,80/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:35;;Iguatamir/Pedro;Iguatamir/Pedro;;26/10/2020;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3357;KT PTA CORRER 2100X600X35X3-BAT CORR 120/ ALIZ CORR 70X12 PET FREIJO - FECHADURA BICO DE PAPAGAIO;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:35;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3356;CAB BAT 1000X95X28 REG C/BOR NOGAL MEL PL-M 3058;;AC;Fabricado;PC;;;8,70/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:24;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3355;LAT ALIZAR 2240X60X9X10 REG PET FREIJO MD;;AC;Fabricado;PC;;;6,36/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:21;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3354;LAT ALIZAR 2240X60X9X60 REG PET FREIJO MD;;AC;Fabricado;PC;;;7,95/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:20;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3353;LAT BAT 2140X90X28 REG C/BOR PET BRANCO - RASGO DOS ALIZARES COM 6MM;;AC;Fabricado;PC;;;17,43/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:17;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3352;LAT ALIZAR 2240X70X9X60 REG CURUPIXA LINHEIRO PL-M 3053;;AC;Fabricado;PC;;;7,95/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:13;;Iguatamir/Pedro;Iguatamir/Pedro;;19/11/2020;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3351;LAT BAT 2140X75X28 REG C/BOR PET BRANCO - RASGO DOS ALIZARES COM 6MM;;AC;Fabricado;PC;;;17,43/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:11;;Iguatamir/Pedro;Iguatamir/Pedro;;26/10/2020;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3350;LAT BAT 2140X75X28 REG C/BOR NOGAL MEL PL-M 3058 - RASGO DO ALIZAR REGULÁVEL COM 6MM;;AC;Fabricado;PC;;;17,43/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/10/2020 10:08;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3349;KT PTA 2100X700X35X3-BAT 160/ ALIZ 60X9 BRANCO 1099 - DIR/INT - SUITE - FECH FORN PELO CLIENTE/DOBRADIÇA DE SOBREPOR;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;22/10/2020 14:35;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3348;KT PTA TERMO 2075X690X35X6-BAT 110/ALIZ 70X15 PET BCO DIAMANTE - ESQ/INT SUITE - FECH ÍCARO/DOBRAD SOBREPOR FRISO IG02;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;22/10/2020 14:27;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3347;KT PTA 2100X700X35X3-BAT 90/ALIZ 50X9 TEKA MILANO - DIR/INT - QUARTO 02 - FECHADURA SOPRANO POPLINE/DOBRADIÇA LAPELA;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;22/10/2020 14:21;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3346;KT PTA 2100X700X35X3-BAT 90/ALIZ 50X9 TEKA MILANO - DIR/INT - QUARTO 01 - FECHADURA SOPRANO POPLINE/DOBRADIÇA LAPELA;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;22/10/2020 14:18;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3345;LAT BAT 2130X155X28 REG S/BOR REB 41 CARVALHO - COMP. CORRER;;AC;Fabricado;PC;;;20,82/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;22/10/2020 13:25;;Iguatamir/Pedro;Simone;;14/02/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3344;LAT BAT S4S 2100X100X28 REG CARVALHO - COMP. CORRER;;AC;Fabricado;PC;;;20,91/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;22/10/2020 13:24;;Iguatamir/Pedro;Simone;;14/02/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC3343;CAB BAT S4S 1200X100X28 REG CARVALHO;;AC;Fabricado;PC;;;15,73/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;22/10/2020 13:23;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
